Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°C);Weather type;Notes
2021-07-02 07:45:58;2021-07-02 08:01:23;6%;35%;;0;397;Normal;101.3;;0.0;924.5;0.0;0.0;2021-07-02 07:55:00;2021-07-02 07:55:00;true;0.0;0.0;No weather;
2021-07-03 07:42:27;2021-07-03 14:34:29;71%;23%;;0;4448;No alarm;101.3;;4411.8;24721.8;22084.8;494.4;;;true;1246.2;0.0;No weather;
2021-07-04 01:24:24;2021-07-04 10:00:43;86%;-14%;;55;7000;Normal;100.9;;8361.3;30978.3;28706.5;619.6;2021-07-04 10:00:00;2021-07-04 10:00:00;true;7843.1;0.0;No weather;
2021-07-08 01:31:06;2021-07-08 10:00:33;85%;0%;;49;8682;Normal;101.6;;9941.4;30566.7;27306.2;611.3;2021-07-08 10:00:00;2021-07-08 10:00:00;true;5631.8;0.0;No weather;
2021-07-09 00:27:57;2021-07-09 08:15:54;82%;77%;;52;3675;Normal;101.9;;9761.2;28076.8;25362.7;561.5;2021-07-09 08:00:00;2021-07-09 08:00:00;true;3237.2;0.0;No weather;
2021-07-09 16:08:31;2021-07-09 17:40:58;22%;14%;;61;1265;Normal;101.8;;3792.3;5547.2;0.0;0.0;2021-07-09 18:00:00;2021-07-09 18:00:00;true;1010.4;0.0;No weather;
2021-07-10 01:59:25;2021-07-10 10:37:06;86%;72%;;0;8506;Normal;101.7;;10001.4;31061.5;26505.8;2070.8;2021-07-10 10:30:00;2021-07-10 10:30:00;true;3985.2;0.0;No weather;
2021-07-10 10:37:21;2021-07-10 11:16:42;12%;37%;;0;80;Normal;101.4;;0.0;2360.6;0.0;0.0;2021-07-10 11:00:00;2021-07-10 11:00:00;true;60.0;0.0;No weather;
2021-07-13 00:58:45;2021-07-13 08:03:46;78%;-40%;;0;9864;Normal;100.7;;3725.5;25501.0;18360.7;1700.1;2021-07-13 08:00:00;2021-07-13 08:00:00;true;8033.2;0.0;No weather;
2021-07-14 01:15:32;2021-07-14 11:17:05;79%;12%;;49;9546;No alarm;100.9;;8611.4;36092.2;33084.5;721.8;;;true;3223.4;0.0;No weather;
2021-07-14 23:35:25;2021-07-15 01:45:25;23%;39%;;0;0;Normal;101.1;;215.8;7800.4;4030.2;156.0;2021-07-15 09:00:00;2021-07-15 09:00:00;false;0.0;0.0;No weather;
2021-07-15 01:46:06;2021-07-15 10:30:26;95%;80%;;52;3921;Normal;101.1;;119.4;31459.7;25377.5;6082.2;2021-07-15 10:30:00;2021-07-15 10:30:00;true;380.2;0.0;No weather;
2021-07-16 00:59:16;2021-07-16 09:35:27;93%;82%;;55;4422;Normal;101.8;;29.5;30971.0;24467.1;4232.7;2021-07-16 09:30:00;2021-07-16 09:30:00;true;3186.3;0.0;No weather;
2021-07-18 01:03:40;2021-07-18 11:09:42;98%;86%;;54;5056;No alarm;102.3;;38.7;36362.6;28968.8;3757.5;;;true;2287.1;0.0;No weather;
2021-07-20 01:28:59;2021-07-20 08:01:00;71%;70%;;51;6811;Normal;101.9;;41.1;23521.2;19052.1;1803.3;2021-07-20 08:00:00;2021-07-20 08:00:00;true;2435.7;0.0;No weather;
2021-07-21 01:20:33;2021-07-21 07:01:40;62%;80%;;50;7652;Normal;102.0;;39.0;20466.8;20057.5;409.3;2021-07-21 09:40:00;2021-07-21 09:40:00;true;3974.5;0.0;No weather;
2021-07-21 08:12:19;2021-07-21 09:40:50;16%;13%;;85;134;Normal;102.0;;0.0;5311.2;5204.9;106.2;2021-07-21 09:40:00;2021-07-21 09:40:00;true;0.0;0.0;No weather;
2021-07-21 23:54:11;2021-07-22 08:30:47;93%;83%;;81;9549;Normal;102.1;;57.4;30996.4;25107.1;4339.5;2021-07-22 08:30:00;2021-07-22 08:30:00;true;3724.7;0.0;No weather;
2021-07-22 23:55:09;2021-07-23 08:00:17;88%;87%;;58;10985;Normal;101.8;;34.8;29108.0;26488.3;1552.4;2021-07-23 08:00:00;2021-07-23 08:00:00;true;1760.3;0.0;No weather;
2021-07-24 03:20:44;2021-07-24 11:45:59;91%;70%;;0;10613;Normal;101.0;;32.8;30314.6;28192.6;606.3;2021-07-24 11:45:00;2021-07-24 11:45:00;true;3085.7;0.0;No weather;
2021-07-25 02:44:46;2021-07-25 10:16:03;82%;73%;;56;5691;Normal;100.5;;37.6;27077.1;26535.5;541.5;2021-07-25 10:15:00;2021-07-25 10:15:00;true;1853.5;0.0;No weather;
2021-07-26 00:56:31;2021-07-26 09:21:14;91%;67%;;56;6672;Normal;100.6;;34.4;30283.1;29172.7;1110.4;2021-07-26 09:15:00;2021-07-26 09:15:00;true;2726.3;0.0;No weather;
2021-07-27 00:40:59;2021-07-27 08:05:35;80%;82%;;55;6471;Normal;100.8;;26.0;26676.5;22319.3;3823.6;2021-07-27 08:00:00;2021-07-27 08:00:00;true;1840.0;0.0;No weather;
2021-07-28 02:19:12;2021-07-28 09:44:42;80%;79%;;0;7427;Normal;100.6;;33.9;26729.8;25660.6;534.6;2021-07-28 10:30:00;2021-07-28 10:30:00;true;1985.9;0.0;No weather;
2021-07-30 00:21:32;2021-07-30 08:10:06;85%;72%;;55;7234;Normal;100.7;;49.5;28114.0;24365.5;562.3;2021-07-30 08:00:00;2021-07-30 08:00:00;true;3254.7;0.0;No weather;
2021-08-03 01:14:28;2021-08-03 08:05:29;74%;0%;;50;6457;Normal;101.2;;32.8;24660.6;19728.5;4110.1;2021-08-03 08:00:00;2021-08-03 08:00:00;true;4746.5;0.0;No weather;
2021-08-03 23:56:16;2021-08-04 08:15:16;90%;88%;;54;7151;Normal;101.1;;35.6;29939.4;24949.5;2494.9;2021-08-04 08:15:00;2021-08-04 08:15:00;true;4170.2;0.0;No weather;
2021-08-05 23:35:25;2021-08-06 08:10:46;93%;92%;;61;8541;Normal;100.0;;88.0;30920.6;26797.8;618.4;2021-08-06 08:00:00;2021-08-06 08:00:00;true;10612.1;0.0;No weather;
2021-08-11 01:35:35;2021-08-11 08:00:21;69%;0%;;0;15822;Normal;101.4;;26.2;23086.2;19315.5;3770.7;2021-08-11 08:00:00;2021-08-11 08:00:00;true;2120.0;0.0;No weather;
2021-08-12 01:39:22;2021-08-12 10:00:46;90%;83%;;51;9728;Normal;101.6;;48.1;30083.8;27777.4;601.7;2021-08-12 10:00:00;2021-08-12 10:00:00;true;5220.4;0.0;No weather;
2021-08-13 00:51:10;2021-08-13 08:15:52;80%;81%;;56;8252;Normal;101.6;;38.2;26681.6;23746.6;533.6;2021-08-13 08:15:00;2021-08-13 08:15:00;true;3495.3;0.0;No weather;
2021-08-18 00:39:44;2021-08-18 09:15:16;93%;0%;;99;12135;Normal;101.2;;35.0;30931.1;24332.4;618.6;2021-08-18 09:15:00;2021-08-18 09:15:00;true;1259.5;0.0;No weather;
2021-08-18 23:45:02;2021-08-19 07:55:20;88%;81%;;57;5942;Normal;101.0;;37.9;29418.9;25986.7;588.4;2021-08-19 08:45:00;2021-08-19 08:45:00;true;4215.7;0.0;No weather;
2021-08-23 00:25:07;2021-08-23 09:00:47;93%;0%;;50;4629;Normal;101.6;;27.1;30940.0;29496.1;1443.9;2021-08-23 09:00:00;2021-08-23 09:00:00;true;1650.3;0.0;No weather;
2021-08-24 01:05:05;2021-08-24 08:05:17;76%;87%;;51;5812;Normal;102.5;;44.4;25211.8;22186.4;504.2;2021-08-24 08:00:00;2021-08-24 08:00:00;true;3779.0;0.0;No weather;
2021-08-25 02:09:12;2021-08-25 10:27:00;90%;79%;;51;8295;Normal;102.5;;37.5;29868.1;28374.7;597.4;2021-08-25 10:30:00;2021-08-25 10:30:00;true;872.7;0.0;No weather;
2021-08-27 00:26:10;2021-08-27 07:20:44;75%;66%;;0;7268;Normal;101.6;;47.1;24873.8;18987.0;497.5;2021-08-27 08:30:00;2021-08-27 08:30:00;true;2161.1;0.0;No weather;
2021-08-27 12:10:09;2021-08-27 13:30:09;17%;3%;;73;702;Normal;101.6;;0.0;4800.0;3232.0;96.0;2021-08-27 13:30:00;2021-08-27 13:30:00;true;0.0;0.0;No weather;
2021-08-29 23:37:26;2021-08-30 08:42:49;90%;-44%;;56;3671;Normal;101.8;;56.8;32723.1;29996.2;654.5;2021-08-30 09:00:00;2021-08-30 09:00:00;true;5885.8;0.0;No weather;
2021-08-31 23:40:29;2021-09-01 09:07:10;100%;96%;;54;7465;Normal;102.5;;26.8;34001.8;33321.8;680.0;2021-09-01 09:00:00;2021-09-01 09:30:00;true;1434.8;0.0;No weather;
2021-09-01 23:49:52;2021-09-02 08:22:11;98%;94%;;60;9714;Normal;102.6;;30.6;30738.3;27971.8;614.8;2021-09-02 09:00:00;2021-09-02 09:30:00;true;1083.5;0.0;No weather;
2021-09-02 23:34:28;2021-09-03 08:00:20;84%;94%;;51;5598;Normal;102.3;;57.3;30351.9;27316.7;607.0;2021-09-03 08:00:00;2021-09-03 08:00:00;true;3822.2;0.0;No weather;
